candidate_id,case_id,slug,record_id,source_row_number,estimate_field,reported_estimate,reported_ci_lower,reported_ci_upper,source_scale,analysis_scale,yi,sei,vi,interval_order_valid,estimate_within_interval,variance_derivation_valid,human_verified,independent_study_verified,common_estimand_verified,analysis_eligibility
MA-03-3bdb8f33d6855858df17a5da,3,glp1_cardiovascular,3bdb8f33d6855858df17a5da,451,hazard_ratio,0.86,0.82,0.91,ratio,log_hazard_ratio,-0.15082288973458366,0.026566880839148602,0.0007057991575215211,true,true,true,false,false,false,provisional_unverified
MA-03-5e4081f7758b4ab46370304e,3,glp1_cardiovascular,5e4081f7758b4ab46370304e,454,hazard_ratio,0.8,0.69,0.92,ratio,log_hazard_ratio,-0.2231435513142097,0.073389632340436,0.005386038135064369,true,true,true,false,false,false,provisional_unverified
MA-03-797eafa92d52c9ec24bd6464,3,glp1_cardiovascular,797eafa92d52c9ec24bd6464,458,hazard_ratio,0.65,0.55,0.76,ratio,log_hazard_ratio,-0.4307829160924542,0.08250155553999954,0.006806506666519628,true,true,true,false,false,false,provisional_unverified
MA-03-68d789579b8f0695313589fd,3,glp1_cardiovascular,68d789579b8f0695313589fd,462,hazard_ratio,0.76,0.62,0.92,ratio,log_hazard_ratio,-0.2744368457017603,0.10067893979607043,0.010136248918460773,true,true,true,false,false,false,provisional_unverified
MA-03-3ccab4c7243d569b392a6704,3,glp1_cardiovascular,3ccab4c7243d569b392a6704,466,hazard_ratio,0.88,0.74,1.03,ratio,log_hazard_ratio,-0.12783337150988489,0.08435458448055697,0.007115695922887422,true,true,true,false,false,false,provisional_unverified
MA-03-2d4a0c4f1d502ee6c80419ac,3,glp1_cardiovascular,2d4a0c4f1d502ee6c80419ac,469,hazard_ratio,0.43,0.38,0.49,ratio,log_hazard_ratio,-0.843970070294529,0.06485683930664218,0.004206409604847606,true,true,true,false,false,false,provisional_unverified
MA-03-dd106c26705af7695fa5b3c4,3,glp1_cardiovascular,dd106c26705af7695fa5b3c4,470,hazard_ratio,0.708,0.583,0.859,ratio,log_hazard_ratio,-0.34531118528841737,0.09887470858927978,0.009776207998614997,true,true,true,false,false,false,provisional_unverified
MA-03-8f47fe540c753b4b61716190,3,glp1_cardiovascular,8f47fe540c753b4b61716190,471,hazard_ratio,1.513,1.208,1.896,ratio,log_hazard_ratio,0.4140944348062188,0.11499708869038013,0.013224330407263153,true,true,true,false,false,false,provisional_unverified
MA-03-e0cb28fa8f1443abe462d129,3,glp1_cardiovascular,e0cb28fa8f1443abe462d129,472,hazard_ratio,0.88,0.79,0.99,ratio,log_hazard_ratio,-0.12783337150988489,0.057570445030531256,0.003314356141013421,true,true,true,false,false,false,provisional_unverified
MA-03-e98f2f42e91d5a213e7b6aed,3,glp1_cardiovascular,e98f2f42e91d5a213e7b6aed,473,hazard_ratio,1.04,0.93,1.15,ratio,log_hazard_ratio,0.03922071315328133,0.05416748391420627,0.002934116313595795,true,true,true,false,false,false,provisional_unverified
MA-03-5beaefea195253f7c7799b31,3,glp1_cardiovascular,5beaefea195253f7c7799b31,474,hazard_ratio,0.84,0.79,0.9,ratio,log_hazard_ratio,-0.1743533871447778,0.0332561768714938,0.0011059733001080791,true,true,true,false,false,false,provisional_unverified
MA-03-f4ddc5045d48def978e227db,3,glp1_cardiovascular,f4ddc5045d48def978e227db,475,hazard_ratio,0.78,0.66,0.93,ratio,log_hazard_ratio,-0.2484613592984996,0.08748751350329263,0.00765406501898881,true,true,true,false,false,false,provisional_unverified
MA-03-99b67099c439f859579c8a14,3,glp1_cardiovascular,99b67099c439f859579c8a14,476,hazard_ratio,0.93,0.82,1.06,ratio,log_hazard_ratio,-0.07257069283483537,0.06549096026069548,0.004289065875867994,true,true,true,false,false,false,provisional_unverified
MA-03-661ec419fcb3223bdb9c3644,3,glp1_cardiovascular,661ec419fcb3223bdb9c3644,480,hazard_ratio,0.87,0.79,0.95,ratio,log_hazard_ratio,-0.13926206733350766,0.04704908880680258,0.0022136167575503955,true,true,true,false,false,false,provisional_unverified
MA-03-781111488005d16ee84d6395,3,glp1_cardiovascular,781111488005d16ee84d6395,489,hazard_ratio,0.76,0.62,0.92,ratio,log_hazard_ratio,-0.2744368457017603,0.10067893979607043,0.010136248918460773,true,true,true,false,false,false,provisional_unverified
MA-03-8bf311e3d81a4650575ab7a6,3,glp1_cardiovascular,8bf311e3d81a4650575ab7a6,493,hazard_ratio,0.51,0.3,0.86,ratio,log_hazard_ratio,-0.6733445532637656,0.268665629291779,0.07218122036274763,true,true,true,false,false,false,provisional_unverified
MA-03-d29d1eb45ced12318155c694,3,glp1_cardiovascular,d29d1eb45ced12318155c694,498,hazard_ratio,1.61,1.28,2.01,ratio,log_hazard_ratio,0.4762341789963717,0.11512319810441807,0.013253350741789087,true,true,true,false,false,false,provisional_unverified
MA-03-17060e2247d83eb6c030c25e,3,glp1_cardiovascular,17060e2247d83eb6c030c25e,505,hazard_ratio,0.62,0.46,0.83,ratio,log_hazard_ratio,-0.4780358009429998,0.15056378993770264,0.022669454840404647,true,true,true,false,false,false,provisional_unverified
MA-03-3d73ac735e2aeda0d76ffa81,3,glp1_cardiovascular,3d73ac735e2aeda0d76ffa81,506,hazard_ratio,0.79,0.69,0.91,ratio,log_hazard_ratio,-0.23572233352106983,0.07060155291183491,0.004984579273562624,true,true,true,false,false,false,provisional_unverified
MA-03-ce7046b789b30136131b3eb3,3,glp1_cardiovascular,ce7046b789b30136131b3eb3,508,hazard_ratio,0.84,0.79,0.89,ratio,log_hazard_ratio,-0.1743533871447778,0.030405792709779913,0.0009245122303101052,true,true,true,false,false,false,provisional_unverified
MA-03-222489f55c24a68031987314,3,glp1_cardiovascular,222489f55c24a68031987314,509,hazard_ratio,0.62,0.49,0.77,ratio,log_hazard_ratio,-0.4780358009429998,0.11530444623173138,0.013295115320806232,true,true,true,false,false,false,provisional_unverified
MA-03-abcb302a351f63829c5d27cd,3,glp1_cardiovascular,abcb302a351f63829c5d27cd,512,hazard_ratio,2.91,1.3,6.59,ratio,log_hazard_ratio,1.0681530811834012,0.4140864569069721,0.17146759379376966,true,true,true,false,false,false,provisional_unverified
MA-03-55484628a4052d6db565205d,3,glp1_cardiovascular,55484628a4052d6db565205d,514,hazard_ratio,0.87,0.78,0.97,ratio,log_hazard_ratio,-0.13926206733350766,0.05561381574696377,0.0030928965019372356,true,true,true,false,false,false,provisional_unverified
MA-03-de1bf05deed7347f8032fc75,3,glp1_cardiovascular,de1bf05deed7347f8032fc75,519,hazard_ratio,2.25,1.47,3.52,ratio,log_hazard_ratio,0.8109302162163288,0.22275883529162777,0.04962149870048255,true,true,true,false,false,false,provisional_unverified
MA-03-3b5fdcb2dda1a03595e6adde,3,glp1_cardiovascular,3b5fdcb2dda1a03595e6adde,521,hazard_ratio,0.76,0.59,0.99,ratio,log_hazard_ratio,-0.2744368457017603,0.1320387543627063,0.01743423265365509,true,true,true,false,false,false,provisional_unverified
MA-03-f21949fbb4cc2a7345c28775,3,glp1_cardiovascular,f21949fbb4cc2a7345c28775,523,hazard_ratio,0.66,0.45,0.96,ratio,log_hazard_ratio,-0.4155154439616658,0.19329072056273602,0.037361302655661704,true,true,true,false,false,false,provisional_unverified
MA-03-a084c3a52175b7f11a21a74b,3,glp1_cardiovascular,a084c3a52175b7f11a21a74b,524,hazard_ratio,0.88,0.85,0.92,ratio,log_hazard_ratio,-0.12783337150988489,0.020188462947010512,0.0004075740361628164,true,true,true,false,false,false,provisional_unverified
MA-03-195b872fe69ec78dc441ed03,3,glp1_cardiovascular,195b872fe69ec78dc441ed03,527,hazard_ratio,0.444,0.215,0.918,ratio,log_hazard_ratio,-0.8119307165499123,0.37030256013440627,0.13712398604209558,true,true,true,false,false,false,provisional_unverified
MA-03-e74dced1ea878ca12a44f35a,3,glp1_cardiovascular,e74dced1ea878ca12a44f35a,532,hazard_ratio,0.83,0.76,0.91,ratio,log_hazard_ratio,-0.18632957819149348,0.04595139697752899,0.00211153088418646,true,true,true,false,false,false,provisional_unverified
MA-03-e17c372ec22494a1c4c30014,3,glp1_cardiovascular,e17c372ec22494a1c4c30014,534,hazard_ratio,0.79,0.57,1.11,ratio,log_hazard_ratio,-0.23572233352106983,0.17002326030857837,0.0289079090459586,true,true,true,false,false,false,provisional_unverified
MA-03-13c65484be3acbcfe91bc4a1,3,glp1_cardiovascular,13c65484be3acbcfe91bc4a1,535,hazard_ratio,0.49,0.37,0.65,ratio,log_hazard_ratio,-0.7133498878774648,0.14374482431717805,0.020662574517976384,true,true,true,false,false,false,provisional_unverified
MA-03-ec1ce7b89efb94f8e5ae9bb3,3,glp1_cardiovascular,ec1ce7b89efb94f8e5ae9bb3,536,hazard_ratio,0.76,0.7,0.83,ratio,log_hazard_ratio,-0.2744368457017603,0.043456248964496666,0.0018884455740643174,true,true,true,false,false,false,provisional_unverified
MA-03-5c8806a9fe07ba76743fce65,3,glp1_cardiovascular,5c8806a9fe07ba76743fce65,537,hazard_ratio,0.745,0.679,0.816,ratio,log_hazard_ratio,-0.29437106060257756,0.04688688895692684,0.002198380356059188,true,true,true,false,false,false,provisional_unverified
MA-03-cc79d76af417bb75e47d9a5d,3,glp1_cardiovascular,cc79d76af417bb75e47d9a5d,539,hazard_ratio,1.1,1.03,1.17,ratio,log_hazard_ratio,0.09531017980432493,0.03251206337804923,0.00105703426509829,true,true,true,false,false,false,provisional_unverified
MA-03-5902128699a1bdbe99920d67,3,glp1_cardiovascular,5902128699a1bdbe99920d67,542,hazard_ratio,0.681,0.635,0.731,ratio,log_hazard_ratio,-0.3841929728326246,0.03591608365449779,0.0012899650650768835,true,true,true,false,false,false,provisional_unverified
MA-03-faaeffcbc390a4421986b7e1,3,glp1_cardiovascular,faaeffcbc390a4421986b7e1,543,hazard_ratio,0.92,0.83,1.01,ratio,log_hazard_ratio,-0.08338160893905101,0.05007232545926672,0.0025072377768987305,true,true,true,false,false,false,provisional_unverified
MA-03-91daeee18a98074e0a98cccc,3,glp1_cardiovascular,91daeee18a98074e0a98cccc,544,hazard_ratio,1.05,0.79,1.39,ratio,log_hazard_ratio,0.04879016416943205,0.14414195493399976,0.020776903172195216,true,true,true,false,false,false,provisional_unverified
MA-03-16b97c48bcccec8747dc4c98,3,glp1_cardiovascular,16b97c48bcccec8747dc4c98,546,hazard_ratio,3.12,2.24,4.349,ratio,log_hazard_ratio,1.1378330018213911,0.16925567841601177,0.028647484676064393,true,true,true,false,false,false,provisional_unverified
MA-03-f4f96906f972135eca406667,3,glp1_cardiovascular,f4f96906f972135eca406667,549,hazard_ratio,0.89,0.84,0.94,ratio,log_hazard_ratio,-0.11653381625595151,0.02869389037602279,0.0008233393449112133,true,true,true,false,false,false,provisional_unverified
MA-03-43dede18fea31daa33a94ab7,3,glp1_cardiovascular,43dede18fea31daa33a94ab7,550,hazard_ratio,0.8,0.72,0.9,ratio,log_hazard_ratio,-0.2231435513142097,0.05692542135323345,0.0032405035962431673,true,true,true,false,false,false,provisional_unverified
MA-03-e78fcdd965e05e7360cc3c67,3,glp1_cardiovascular,e78fcdd965e05e7360cc3c67,554,hazard_ratio,0.6,0.43,0.84,ratio,log_hazard_ratio,-0.5108256237659907,0.17082372136212762,0.029180743780005815,true,true,true,false,false,false,provisional_unverified
MA-03-4bafd63f4f782d7baf9e4b9d,3,glp1_cardiovascular,4bafd63f4f782d7baf9e4b9d,556,hazard_ratio,0.77,0.62,0.95,ratio,log_hazard_ratio,-0.2613647641344075,0.10886488474317377,0.011851563130144509,true,true,true,false,false,false,provisional_unverified
MA-03-8316035d23462339640825f2,3,glp1_cardiovascular,8316035d23462339640825f2,559,hazard_ratio,0.56,0.47,0.66,ratio,log_hazard_ratio,-0.579818495252942,0.08661055585570859,0.007501388385634818,true,true,true,false,false,false,provisional_unverified
MA-03-8403e4c1470c6ca81a1ece0a,3,glp1_cardiovascular,8403e4c1470c6ca81a1ece0a,566,hazard_ratio,0.87,0.81,0.92,ratio,log_hazard_ratio,-0.13926206733350766,0.03248514344677725,0.0010552845447576948,true,true,true,false,false,false,provisional_unverified
MA-03-bc7d1b42deee9564045dc8c8,3,glp1_cardiovascular,bc7d1b42deee9564045dc8c8,571,hazard_ratio,0.74,0.61,0.9,ratio,log_hazard_ratio,-0.3011050927839216,0.09922014109055827,0.00984463639803029,true,true,true,false,false,false,provisional_unverified
MA-03-c6672f839856b06cf2d2480b,3,glp1_cardiovascular,c6672f839856b06cf2d2480b,574,hazard_ratio,0.74,0.63,0.88,ratio,log_hazard_ratio,-0.3011050927839216,0.08525720133706977,0.007268790379829651,true,true,true,false,false,false,provisional_unverified
MA-03-1f7f29829a222d89cbf4c2f7,3,glp1_cardiovascular,1f7f29829a222d89cbf4c2f7,578,hazard_ratio,0.39,0.31,0.5,ratio,log_hazard_ratio,-0.941608539858445,0.12195014926643684,0.014871838906106225,true,true,true,false,false,false,provisional_unverified
MA-03-06285d934eb4db03498963b9,3,glp1_cardiovascular,06285d934eb4db03498963b9,580,hazard_ratio,0.72,0.56,0.93,ratio,log_hazard_ratio,-0.3285040669720361,0.129402327394588,0.016744962335136143,true,true,true,false,false,false,provisional_unverified
MA-03-f644236c74d5288383f2995e,3,glp1_cardiovascular,f644236c74d5288383f2995e,584,hazard_ratio,0.88,0.79,0.99,ratio,log_hazard_ratio,-0.12783337150988489,0.057570445030531256,0.003314356141013421,true,true,true,false,false,false,provisional_unverified
MA-03-4fb782d4a85131039d1699a4,3,glp1_cardiovascular,4fb782d4a85131039d1699a4,585,hazard_ratio,0.46,0.27,0.8,ratio,log_hazard_ratio,-0.7765287894989963,0.2770943183745413,0.07678126127545165,true,true,true,false,false,false,provisional_unverified
MA-03-fe061b1b2c1c6eb9f029799f,3,glp1_cardiovascular,fe061b1b2c1c6eb9f029799f,595,hazard_ratio,0.73,0.63,0.85,ratio,log_hazard_ratio,-0.31471074483970024,0.07640868211388882,0.0058382867023813135,true,true,true,false,false,false,provisional_unverified
MA-03-d4726bfe4281606dc07a32d4,3,glp1_cardiovascular,d4726bfe4281606dc07a32d4,596,hazard_ratio,0.85,0.73,0.99,ratio,log_hazard_ratio,-0.16251892949777494,0.07772092022846369,0.006040541441159217,true,true,true,false,false,false,provisional_unverified
MA-03-8b1c658bd35c650dec8abc45,3,glp1_cardiovascular,8b1c658bd35c650dec8abc45,599,hazard_ratio,0.47,0.21,0.99,ratio,log_hazard_ratio,-0.7550225842780328,0.3955678330423624,0.1564739105378303,true,true,true,false,false,false,provisional_unverified
MA-03-af098f8607466136e393c60b,3,glp1_cardiovascular,af098f8607466136e393c60b,600,hazard_ratio,0.86,0.71,1.04,ratio,log_hazard_ratio,-0.15082288973458366,0.09737705006595662,0.009482289879547823,true,true,true,false,false,false,provisional_unverified
MA-03-3f19a6b810345e3362207545,3,glp1_cardiovascular,3f19a6b810345e3362207545,602,hazard_ratio,0.7,0.57,0.85,ratio,log_hazard_ratio,-0.35667494393873245,0.10194064579955554,0.01039189526603044,true,true,true,false,false,false,provisional_unverified
MA-03-4f84e0ec2a04392dac7d4489,3,glp1_cardiovascular,4f84e0ec2a04392dac7d4489,608,hazard_ratio,0.95,0.91,0.99,ratio,log_hazard_ratio,-0.05129329438755058,0.021495380599433126,0.000462051387114486,true,true,true,false,false,false,provisional_unverified
MA-03-2d65e49db73a7b133401fdfe,3,glp1_cardiovascular,2d65e49db73a7b133401fdfe,609,hazard_ratio,1.15,1.03,1.29,ratio,log_hazard_ratio,0.13976194237515863,0.05742029392056834,0.0032970901539244577,true,true,true,false,false,false,provisional_unverified
MA-03-02b669b03cfea9f51e2136f5,3,glp1_cardiovascular,02b669b03cfea9f51e2136f5,611,hazard_ratio,0.84,0.76,0.93,ratio,log_hazard_ratio,-0.1743533871447778,0.05149741384515721,0.002651983632739389,true,true,true,false,false,false,provisional_unverified
MA-03-a7ac1e85f7c83390547425a7,3,glp1_cardiovascular,a7ac1e85f7c83390547425a7,612,hazard_ratio,0.76,0.72,0.81,ratio,log_hazard_ratio,-0.2744368457017603,0.03004724489466162,0.0009028369257597688,true,true,true,false,false,false,provisional_unverified
MA-03-c517755336e34b5104f3f80d,3,glp1_cardiovascular,c517755336e34b5104f3f80d,613,hazard_ratio,0.88,0.79,0.99,ratio,log_hazard_ratio,-0.12783337150988489,0.057570445030531256,0.003314356141013421,true,true,true,false,false,false,provisional_unverified
MA-03-11585dfe6c908a0e88801813,3,glp1_cardiovascular,11585dfe6c908a0e88801813,615,hazard_ratio,0.78,0.63,0.96,ratio,log_hazard_ratio,-0.2484613592984996,0.10745438905989642,0.011546445728235587,true,true,true,false,false,false,provisional_unverified
MA-03-19a410cc36025205b48f09dd,3,glp1_cardiovascular,19a410cc36025205b48f09dd,617,hazard_ratio,0.5,0.38,0.65,ratio,log_hazard_ratio,-0.6931471805599453,0.13694157505022286,0.018752994977235822,true,true,true,false,false,false,provisional_unverified
MA-03-6e4cf77ce6cc62ddb35a2c97,3,glp1_cardiovascular,6e4cf77ce6cc62ddb35a2c97,619,hazard_ratio,0.72,0.69,0.75,ratio,log_hazard_ratio,-0.3285040669720361,0.02127120947036646,0.0004524643523322078,true,true,true,false,false,false,provisional_unverified
MA-03-c7a0bd98e33c763122af8bb4,3,glp1_cardiovascular,c7a0bd98e33c763122af8bb4,623,hazard_ratio,0.64,0.45,0.92,ratio,log_hazard_ratio,-0.4462871026284195,0.18243347656373893,0.033281973371132284,true,true,true,false,false,false,provisional_unverified
MA-03-50f0f26cc0640e737590734f,3,glp1_cardiovascular,50f0f26cc0640e737590734f,626,hazard_ratio,0.88,0.81,0.97,ratio,log_hazard_ratio,-0.12783337150988489,0.04598600414416445,0.00211471257714711,true,true,true,false,false,false,provisional_unverified
MA-03-b45ee697950c808235e9b4d8,3,glp1_cardiovascular,b45ee697950c808235e9b4d8,627,hazard_ratio,0.9,0.83,0.97,ratio,log_hazard_ratio,-0.10536051565782628,0.03976358033521803,0.0015811423210753378,true,true,true,false,false,false,provisional_unverified
MA-03-4e841b351cb98b81ff0a7e83,3,glp1_cardiovascular,4e841b351cb98b81ff0a7e83,629,hazard_ratio,0.9,0.85,0.95,ratio,log_hazard_ratio,-0.10536051565782628,0.028374407894113867,0.0008051070233415513,true,true,true,false,false,false,provisional_unverified
MA-03-8952fcc1df198e61886ca054,3,glp1_cardiovascular,8952fcc1df198e61886ca054,630,hazard_ratio,1.01,0.76,1.34,ratio,log_hazard_ratio,0.009950330853168092,0.14467267361488367,0.02093018249087866,true,true,true,false,false,false,provisional_unverified
MA-03-b838d0c548b9b2ef8ad4a555,3,glp1_cardiovascular,b838d0c548b9b2ef8ad4a555,632,hazard_ratio,0.303,0.239,0.385,ratio,log_hazard_ratio,-1.194022473472768,0.12162973047388925,0.014793791335150944,true,true,true,false,false,false,provisional_unverified
MA-03-d9f643b731efa2ca0b76522b,3,glp1_cardiovascular,d9f643b731efa2ca0b76522b,633,hazard_ratio,0.73,0.57,0.93,ratio,log_hazard_ratio,-0.31471074483970024,0.12488704618559318,0.015596774304962485,true,true,true,false,false,false,provisional_unverified
MA-03-5474e60182595aca1038ce52,3,glp1_cardiovascular,5474e60182595aca1038ce52,636,hazard_ratio,0.68,0.6,0.76,ratio,log_hazard_ratio,-0.3856624808119846,0.0603043678171729,0.003636616777828879,true,true,true,false,false,false,provisional_unverified
MA-03-5028e53e10f000e53137b6f6,3,glp1_cardiovascular,5028e53e10f000e53137b6f6,640,hazard_ratio,0.63,0.41,0.95,ratio,log_hazard_ratio,-0.4620354595965587,0.21436741479038654,0.04595338852391363,true,true,true,false,false,false,provisional_unverified
MA-03-8d595a0f3f94f04358cf52a3,3,glp1_cardiovascular,8d595a0f3f94f04358cf52a3,642,hazard_ratio,0.79,0.69,0.91,ratio,log_hazard_ratio,-0.23572233352106983,0.07060155291183491,0.004984579273562624,true,true,true,false,false,false,provisional_unverified
MA-03-09e0ee23e2bba8184b324ac0,3,glp1_cardiovascular,09e0ee23e2bba8184b324ac0,645,hazard_ratio,0.77,0.68,0.88,ratio,log_hazard_ratio,-0.2613647641344075,0.06577394057641438,0.00432621125894969,true,true,true,false,false,false,provisional_unverified
MA-03-e0cab1d0eb60de9ae9cbc401,3,glp1_cardiovascular,e0cab1d0eb60de9ae9cbc401,649,hazard_ratio,0.73,0.54,0.99,ratio,log_hazard_ratio,-0.31471074483970024,0.15462932185270684,0.023910227176628,true,true,true,false,false,false,provisional_unverified
MA-03-f17f172028f528cc09e2cd0f,3,glp1_cardiovascular,f17f172028f528cc09e2cd0f,650,hazard_ratio,0.49,0.37,0.64,ratio,log_hazard_ratio,-0.7133498878774648,0.13978960201251828,0.019541132830818254,true,true,true,false,false,false,provisional_unverified
MA-03-f4fd21b2a4861c7caa2c817a,3,glp1_cardiovascular,f4fd21b2a4861c7caa2c817a,651,hazard_ratio,0.67,0.56,0.81,ratio,log_hazard_ratio,-0.40047756659712525,0.09415924650878363,0.008865963703101882,true,true,true,false,false,false,provisional_unverified
MA-03-de8d75bd85d559db30a2feec,3,glp1_cardiovascular,de8d75bd85d559db30a2feec,652,hazard_ratio,0.59,0.47,0.75,ratio,log_hazard_ratio,-0.527632742082372,0.11922170904990456,0.014213815908780096,true,true,true,false,false,false,provisional_unverified
MA-03-659c64c7c0b38c73c5cde74e,3,glp1_cardiovascular,659c64c7c0b38c73c5cde74e,653,hazard_ratio,0.65,0.52,0.8,ratio,log_hazard_ratio,-0.4307829160924542,0.1098956204018071,0.012077047383498081,true,true,true,false,false,false,provisional_unverified
MA-03-4b28819d52da8b88f0f41725,3,glp1_cardiovascular,4b28819d52da8b88f0f41725,654,hazard_ratio,0.98,0.87,1.1,ratio,log_hazard_ratio,-0.020202707317519466,0.059840958555388915,0.003580940320827774,true,true,true,false,false,false,provisional_unverified
MA-03-d71e9526a5338d4e8aea52cf,3,glp1_cardiovascular,d71e9526a5338d4e8aea52cf,659,hazard_ratio,0.72,0.55,0.94,ratio,log_hazard_ratio,-0.3285040669720361,0.136727409601689,0.018694384536388036,true,true,true,false,false,false,provisional_unverified
MA-03-f5a66938b816bbdc0597b5bd,3,glp1_cardiovascular,f5a66938b816bbdc0597b5bd,663,hazard_ratio,0.74,0.58,0.95,ratio,log_hazard_ratio,-0.3011050927839216,0.12587830310818593,0.015845347193396333,true,true,true,false,false,false,provisional_unverified
MA-03-eedc33417d5c046e20e9587f,3,glp1_cardiovascular,eedc33417d5c046e20e9587f,672,hazard_ratio,0.76,0.58,1.0,ratio,log_hazard_ratio,-0.2744368457017603,0.13896356763144901,0.019310873128860304,true,true,true,false,false,false,provisional_unverified
MA-03-e63ace53a9e786555770e981,3,glp1_cardiovascular,e63ace53a9e786555770e981,676,hazard_ratio,0.8,0.72,0.9,ratio,log_hazard_ratio,-0.2231435513142097,0.05692542135323345,0.0032405035962431673,true,true,true,false,false,false,provisional_unverified
MA-03-84c17a1dfa49b74d9149fe01,3,glp1_cardiovascular,84c17a1dfa49b74d9149fe01,678,hazard_ratio,0.83,0.74,0.92,ratio,log_hazard_ratio,-0.18632957819149348,0.05554272567308524,0.003084994375195602,true,true,true,false,false,false,provisional_unverified
MA-03-45961a128bdd7c6468dcf1a9,3,glp1_cardiovascular,45961a128bdd7c6468dcf1a9,679,hazard_ratio,0.9,0.82,0.98,ratio,log_hazard_ratio,-0.10536051565782628,0.0454723231682618,0.002067732174318839,true,true,true,false,false,false,provisional_unverified
MA-03-edba067d5ccdc617a05fb4fa,3,glp1_cardiovascular,edba067d5ccdc617a05fb4fa,680,hazard_ratio,0.68,0.51,0.9,ratio,log_hazard_ratio,-0.3856624808119846,0.14489654965247448,0.020995010101192,true,true,true,false,false,false,provisional_unverified
MA-03-2549392e3773f9337e7daa33,3,glp1_cardiovascular,2549392e3773f9337e7daa33,681,hazard_ratio,0.66,0.45,0.96,ratio,log_hazard_ratio,-0.4155154439616658,0.19329072056273602,0.037361302655661704,true,true,true,false,false,false,provisional_unverified
MA-03-f7f79df687c6a7e07a810a5b,3,glp1_cardiovascular,f7f79df687c6a7e07a810a5b,685,hazard_ratio,0.64,0.46,0.88,ratio,log_hazard_ratio,-0.4462871026284195,0.16548656585170393,0.027385803477390343,true,true,true,false,false,false,provisional_unverified
MA-03-9d1a0bce537ad8f1412fad76,3,glp1_cardiovascular,9d1a0bce537ad8f1412fad76,689,hazard_ratio,0.67,0.631,0.711,ratio,log_hazard_ratio,-0.40047756659712525,0.030451214461994194,0.0009272764622103644,true,true,true,false,false,false,provisional_unverified
MA-03-3495c216a19a5dc0a39779c7,3,glp1_cardiovascular,3495c216a19a5dc0a39779c7,696,hazard_ratio,0.54,0.41,0.7,ratio,log_hazard_ratio,-0.616186139423817,0.13646250124095569,0.018622014244937833,true,true,true,false,false,false,provisional_unverified
MA-03-9ec88b7b802589b806330885,3,glp1_cardiovascular,9ec88b7b802589b806330885,697,hazard_ratio,1.86,1.45,2.41,ratio,log_hazard_ratio,0.62057648772511,0.1296103385260184,0.016798839852829085,true,true,true,false,false,false,provisional_unverified
MA-03-23473d5596fa89518f98bc8b,3,glp1_cardiovascular,23473d5596fa89518f98bc8b,698,hazard_ratio,0.84,0.74,0.95,ratio,log_hazard_ratio,-0.1743533871447778,0.0637286706201886,0.004061343459016489,true,true,true,false,false,false,provisional_unverified
MA-03-9792961f48a338200a3ed801,3,glp1_cardiovascular,9792961f48a338200a3ed801,699,hazard_ratio,0.68,0.49,0.94,ratio,log_hazard_ratio,-0.3856624808119846,0.1661955243305808,0.027620952307516673,true,true,true,false,false,false,provisional_unverified
MA-03-18de9c9efa94021598cb5b40,3,glp1_cardiovascular,18de9c9efa94021598cb5b40,701,hazard_ratio,0.89,0.85,0.93,ratio,log_hazard_ratio,-0.11653381625595151,0.02294640038603765,0.0005265372906763488,true,true,true,false,false,false,provisional_unverified
MA-03-fd4d29c703c7459cd4ee2654,3,glp1_cardiovascular,fd4d29c703c7459cd4ee2654,702,hazard_ratio,0.77,0.72,0.83,ratio,log_hazard_ratio,-0.2613647641344075,0.03626966870360804,0.0013154888678694845,true,true,true,false,false,false,provisional_unverified
MA-03-ac18ce1c18309c987dbc679a,3,glp1_cardiovascular,ac18ce1c18309c987dbc679a,703,hazard_ratio,0.46,0.24,0.89,ratio,log_hazard_ratio,-0.7765287894989963,0.33433842400215064,0.11178218176424186,true,true,true,false,false,false,provisional_unverified
MA-03-20b899259dba1725f82cd937,3,glp1_cardiovascular,20b899259dba1725f82cd937,705,hazard_ratio,0.76,0.66,0.88,ratio,log_hazard_ratio,-0.2744368457017603,0.07338963234043595,0.005386038135064363,true,true,true,false,false,false,provisional_unverified
MA-03-bfc96ce9d73c70dc5029eb86,3,glp1_cardiovascular,bfc96ce9d73c70dc5029eb86,714,hazard_ratio,0.87,0.8,0.95,ratio,log_hazard_ratio,-0.13926206733350766,0.043840156829970355,0.0019219593508763963,true,true,true,false,false,false,provisional_unverified
MA-03-77894e6737af38820c4bafaa,3,glp1_cardiovascular,77894e6737af38820c4bafaa,718,hazard_ratio,0.7,0.54,0.91,ratio,log_hazard_ratio,-0.35667494393873245,0.1331339412532737,0.017724646313630136,true,true,true,false,false,false,provisional_unverified
MA-03-708e8218f6bba818c4668a9d,3,glp1_cardiovascular,708e8218f6bba818c4668a9d,720,hazard_ratio,1.83,1.38,2.42,ratio,log_hazard_ratio,0.6043159668533296,0.14328937812887735,0.020531845884560394,true,true,true,false,false,false,provisional_unverified
MA-03-b888579da52df070fca9c60c,3,glp1_cardiovascular,b888579da52df070fca9c60c,721,hazard_ratio,1.0,0.89,1.13,ratio,log_hazard_ratio,0.0,0.06090710106497915,0.0037096749601395846,true,true,true,false,false,false,provisional_unverified
