task,sample_id,case_id,field_name,attempted_calls,successful_calls,unique_successful_outputs,all_repeats_exactly_equal,null_state_stable,numeric_range,field_class,declared_type,historical_null_status
extraction,EXT-11-66387b9affa4,11,school_level,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-11-6c3759baf190,11,class_size_treatment,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-11-78c03ea094f3,11,ci_upper,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-11-823c71634bd7,11,school_level,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-11-86f20a31f0b5,11,class_size_control,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-11-95c992c6b98f,11,class_size_control,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-11-a1b2f8e9821d,11,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-11-a942f9fb8e3c,11,class_size_control,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-11-ab36ce874f21,11,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-11-c4d1e3fd1d7e,11,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-11-ca3b1004c2a4,11,study_design,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-11-ea1bd172f3e4,11,country,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-11-f213ba6962ed,11,school_level,3,3,3,false,false,,categorical,categorical,null
extraction,EXT-12-0c5535f013fa,12,discipline,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-12-211c2f267dc1,12,country,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-12-29b504af6c96,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-12-30241ba1b5ca,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-12-31fb641b4af9,12,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-12-35a5aeb1642d,12,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-3aed752c1324,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-12-3d2d2fbd61f6,12,discipline,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-12-3dfb679dde2d,12,country,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-12-4ecdd76e0f9f,12,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-5374d3401c6d,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-5e7eed8b42ea,12,country,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-12-5fb541a60674,12,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-65c68ded89f2,12,outcome_direction,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-12-694c78fe48c3,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-6a6a4457a575,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-12-7f3c8b6c4912,12,sample_size,3,3,3,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-a5ce35486f2b,12,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-12-a717045a9683,12,country,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-12-aa7cf3d0614e,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-12-b6045fcb37a2,12,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-b662a9a10d90,12,sample_size,3,3,2,false,true,17.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-be1fc3c51ec2,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-12-d9793b3caed5,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-12-db51f4f8c740,12,use_case,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-12-de7298f556b0,12,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-13-00336ccac624,13,ci_lower,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-13-072b1eeb7afc,13,years_protected,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-13-1874e18e11f1,13,mpa_type,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-13-1d9a1269ee60,13,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-13-264bc81246bd,13,sample_size,3,3,2,false,false,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-13-40a5afba89fb,13,years_protected,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-13-40f4d6799c01,13,ci_upper,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-13-462ca48f05eb,13,years_protected,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-13-525c3bb5cb2d,13,years_protected,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-13-5f42d4adddbe,13,effect_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-13-6bab7ef558fa,13,ci_upper,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-13-72e627ff407f,13,years_protected,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-13-84599ad5a7a5,13,years_protected,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-13-985b94c92c59,13,years_protected,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-13-99c03b3b0211,13,years_protected,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-13-9d95646de3e5,13,mpa_type,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-13-b4e0206fbe64,13,mpa_type,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-13-b62971451c82,13,mpa_type,3,3,2,false,false,,categorical,categorical,nonnull
extraction,EXT-13-bed2f2aee74a,13,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-13-c27da32e28f1,13,years_protected,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-13-d2f1fa5a74e6,13,years_protected,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-13-e427bc9cb851,13,years_protected,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-13-e9844e4248b3,13,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-13-ef8ea24745b3,13,ci_lower,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-13-f2a7b7525688,13,country,3,3,2,false,false,,categorical,categorical,null
extraction,EXT-14-037639bc7ee0,14,age_years,3,3,2,false,true,,other_numeric,numeric,nonnull
extraction,EXT-14-09112dbd8a40,14,effect_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,null
extraction,EXT-14-107b5179d890,14,forest_type,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-157bec51e39c,14,forest_type,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-14-1956edb69d16,14,forest_type,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-14-1cb256838a6e,14,age_years,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-14-348eb75474fc,14,forest_type,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-3ae48a139e8f,14,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-14-3c09be6839c7,14,age_years,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-14-40edf42d411c,14,forest_type,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-14-6665c6471cb4,14,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-14-68afff46a0bd,14,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-14-6bec6f7a19a4,14,age_years,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-14-730af180e854,14,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-7577e10e6c56,14,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-14-76092955e58c,14,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-14-7b3b12cd6bcf,14,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-14-7dfbf04778f0,14,age_years,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-14-81ee3b234010,14,age_years,3,3,2,false,true,,other_numeric,numeric,nonnull
extraction,EXT-14-858ae4d840c7,14,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,null
extraction,EXT-14-85ec11119bc1,14,age_years,3,3,2,false,true,,other_numeric,numeric,nonnull
extraction,EXT-14-892ed608ac71,14,age_years,3,3,2,false,false,,other_numeric,numeric,nonnull
extraction,EXT-14-8ba996adcb41,14,age_years,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-14-9532d35f18ff,14,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-14-958fd6e3d66d,14,carbon_stock_tC_ha,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-14-a66284ae6d2c,14,age_years,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-14-acb045da4d03,14,age_years,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-14-af9581228860,14,forest_type,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-14-afdbefff7d51,14,carbon_stock_tC_ha,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-14-b56a9bce2f37,14,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-b682e5264abb,14,forest_type,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-b6f14e98468e,14,study_design,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-14-ba3ec38c7087,14,age_years,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-14-c02433a3c99b,14,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-14-c401d91ee367,14,carbon_stock_tC_ha,3,3,2,false,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-14-c8ded06db996,14,age_years,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-14-c8fdf712e9cf,14,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-14-cbba59f80388,14,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-14-cdbfa84f4e5f,14,age_years,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-14-d45aff28ffe2,14,forest_type,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-f72ded4e9eac,14,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-f89784e2e5a4,14,forest_type,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-14-fb351eaabfd5,14,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-14-fb3b4e5e4332,14,sample_size,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-14-ff0d87e44769,14,age_years,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-15-147d6ebe18a4,15,study_design,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-15-159639e2c2fa,15,ci_lower,3,3,2,false,true,0.24,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-15-316ed0ad0fc7,15,outcome,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-15-40fc078ba781,15,country,3,3,2,false,true,,categorical,categorical,null
extraction,EXT-15-465dc85e440c,15,effect_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-15-511c66cdbef0,15,ci_lower,3,3,2,false,true,3.3,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-15-5f1cffb1055d,15,ci_upper,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-15-68963c5ac337,15,country,3,3,2,false,false,,categorical,categorical,null
extraction,EXT-15-6dcf0168cb93,15,country,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-15-6fbfded7c1aa,15,outcome,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-15-72b55efbb866,15,study_design,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-15-831fa6efbd73,15,ci_upper,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-15-8380b3b46a39,15,effect_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-15-8824f6d4b64e,15,country,3,3,2,false,true,,categorical,categorical,null
extraction,EXT-15-8a621118aa9c,15,outcome,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-15-a2dac623294f,15,country,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-15-ab8bf548a7bf,15,outcome,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-15-c60e7d44161e,15,ci_lower,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-15-cc65aa7952a8,15,study_design,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-15-d1d39de3c2df,15,country,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-15-de6cd43a1a39,15,study_design,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-15-f37ec99233ec,15,ci_upper,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-15-f58c7721c7a8,15,ci_upper,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-15-fafb69c37653,15,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-16-01efa4403f57,16,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-16-1704452491dc,16,concentration_items_L,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-16-3e309b09a8a3,16,polymer_type,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-16-45acbb81639c,16,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-16-49c697cf5eff,16,concentration_items_L,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-16-55ef79adf12f,16,concentration_items_L,3,3,2,false,false,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-16-633b9894f471,16,country,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-16-878601e0da49,16,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-16-ab6cfc12bfbb,16,concentration_items_L,3,3,3,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-16-b9e6184af520,16,concentration_items_L,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-16-c637cc006e74,16,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-16-d4b44c07ae75,16,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-16-e3d5c0ca1577,16,polymer_type,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-16-f212bf9b40af,16,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-040bf7170929,17,year,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-17-045efa78939c,17,accuracy_percent,3,3,3,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-0c1b42d057bf,17,accuracy_percent,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-17-0fbffdf1c610,17,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-17-14c1e918507b,17,accuracy_percent,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-20896bb279e5,17,year,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-17-21ce262e4bfb,17,model_name,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-17-30eba066ff52,17,model_name,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-17-31deb1c994a8,17,year,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-17-36be32938778,17,accuracy_percent,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-3a6dbfcccc1c,17,accuracy_percent,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-3c98fcef8d5d,17,parameter_count_B,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-17-4e6dad4d32cd,17,task_type,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-17-5541abd82342,17,model_name,3,3,2,false,false,,categorical,categorical,nonnull
extraction,EXT-17-5b47bea61daa,17,accuracy_percent,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-5d8bca74139f,17,year,3,3,2,false,false,,other_numeric,numeric,nonnull
extraction,EXT-17-5e87c52d978c,17,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-17-6b42f7293fff,17,model_name,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-17-7ba180e058c8,17,year,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-17-83d2175ce09e,17,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-17-857d63e248a5,17,year,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-17-af425e72c6c2,17,accuracy_percent,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-17-da37c83eff29,17,parameter_count_B,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-17-f7260285cb37,17,task_type,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-17-f9789250f2a9,17,parameter_count_B,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-17-fab7a3872517,17,model_name,3,3,2,false,false,,categorical,categorical,nonnull
extraction,EXT-17-faf6f36dd37b,17,accuracy_percent,3,3,2,false,false,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-18-120eab69b437,18,accuracy_percent,3,3,1,true,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-18-1aeb8e45f3c6,18,n_clients,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-18-1b233efca9cd,18,aggregation_algorithm,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-18-26c34a1bf582,18,accuracy_percent,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-18-2914316de5c9,18,accuracy_percent,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-18-4b24eb08a6f9,18,privacy_budget_epsilon,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-18-611cd56ca8b8,18,accuracy_percent,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-18-65d4deb55bc2,18,n_clients,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-18-65ea000f0e96,18,privacy_budget_epsilon,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-18-675c45865d77,18,dataset,3,3,2,false,false,,categorical,categorical,nonnull
extraction,EXT-18-7527d7a9c76c,18,n_clients,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-18-75abe5245cc0,18,accuracy_percent,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-18-79c063676f0b,18,privacy_mechanism,3,3,2,false,true,,categorical,categorical,null
extraction,EXT-18-af46cc3a1c21,18,n_clients,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-18-af4b6db5de46,18,dataset,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-18-c69ce6d88294,18,accuracy_percent,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-18-caca9b5ae1d1,18,privacy_mechanism,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-18-dba4c80fb377,18,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-18-e61d0ebdecc3,18,study_design,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-18-eb071316f898,18,n_clients,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-18-f48e6ab53d69,18,privacy_budget_epsilon,3,3,3,false,true,,other_numeric,numeric,nonnull
extraction,EXT-18-f77a908ffbd4,18,accuracy_percent,3,3,3,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-18-ff41b831c9a2,18,n_clients,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-18-ffecb9c8a28e,18,aggregation_algorithm,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-19-1897d3b7b131,19,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-19-1e3fe1e0608b,19,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-19-2c34e35de393,19,methodology,3,3,3,false,true,,categorical,categorical,nonnull
extraction,EXT-19-36f4b747fb90,19,methodology,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-19-4cba7b3f473c,19,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-19-4d13b5b029de,19,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-19-85574fc4eded,19,sample_size,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-19-ab39cedf492a,19,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-19-b14570013883,19,study_design,3,3,2,false,true,,categorical,categorical,null
extraction,EXT-19-b665d8944f46,19,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-19-c64e209455ed,19,methodology,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-19-c8215e1d525f,19,application_domain,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-19-ef5807ea7ad9,19,sample_size,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,null
extraction,EXT-20-0891cb31ee3c,20,accuracy_percent,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-20-08ee85189060,20,dataset_size,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-20-103fb71f072b,20,study_design,3,3,3,false,true,,categorical,categorical,null
extraction,EXT-20-1b5b653bf83a,20,industry_sector,3,3,2,false,true,,categorical,categorical,nonnull
extraction,EXT-20-23ea5387230c,20,accuracy_percent,3,3,3,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-20-276d5873c536,20,accuracy_percent,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-20-2d35bace74a1,20,f1_score,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-20-31761376143a,20,dataset_size,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-20-346143549d72,20,dataset_size,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-20-4306c89ad8cf,20,dataset_size,3,3,2,false,false,,other_numeric,numeric,nonnull
extraction,EXT-20-52f4aaf2db73,20,f1_score,3,3,2,false,true,,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-20-58a67f82d774,20,dataset_size,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-20-6c9d3793d3a8,20,dataset_size,3,3,2,false,false,,other_numeric,numeric,nonnull
extraction,EXT-20-7ef3ca556a5b,20,accuracy_percent,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-20-8547dcc0ba34,20,dataset_size,3,3,1,true,true,0.0,other_numeric,numeric,nonnull
extraction,EXT-20-9e7600ebbf8d,20,accuracy_percent,3,3,1,true,true,0.0,potentially_synthesis_critical,numeric,nonnull
extraction,EXT-20-a1db83265ed8,20,dataset_size,3,3,1,true,true,,other_numeric,numeric,nonnull
extraction,EXT-20-b63da89f49c8,20,f1_score,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-20-bd2214c481f2,20,fault_type,3,3,1,true,true,,categorical,categorical,null
extraction,EXT-20-d4dcbb8339ed,20,f1_score,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-20-da471e895fcf,20,dataset_size,3,3,1,true,true,,other_numeric,numeric,null
extraction,EXT-20-dbfa0df4c4df,20,f1_score,3,3,1,true,true,,potentially_synthesis_critical,numeric,null
extraction,EXT-20-e18d16e94563,20,dataset_size,3,3,2,false,false,,other_numeric,numeric,nonnull
extraction,EXT-20-f21f62fc91c0,20,fault_type,3,3,1,true,true,,categorical,categorical,nonnull
extraction,EXT-20-f6b7cda28f67,20,dataset_size,3,3,1,true,true,,other_numeric,numeric,nonnull
screening,SCR-01-08b99f4a9d47,1,,3,3,1,true,,,,,
screening,SCR-01-29d7725b8f52,1,,3,3,2,false,,,,,
screening,SCR-01-3c1b21a18140,1,,3,3,1,true,,,,,
screening,SCR-01-813c7970f1df,1,,3,3,1,true,,,,,
screening,SCR-01-91fd67fb70d9,1,,3,3,1,true,,,,,
screening,SCR-01-a492231919e5,1,,3,3,1,true,,,,,
screening,SCR-01-a8a677b36da1,1,,3,3,1,true,,,,,
screening,SCR-01-adf2db14459c,1,,3,3,1,true,,,,,
screening,SCR-01-bddb91807ac1,1,,3,3,1,true,,,,,
screening,SCR-01-bf1e5a5cda54,1,,3,3,1,true,,,,,
screening,SCR-01-e0f8d6f7cd60,1,,3,3,1,true,,,,,
screening,SCR-02-0ca370ff9902,2,,3,3,1,true,,,,,
screening,SCR-02-1aaca901c442,2,,3,3,1,true,,,,,
screening,SCR-02-210f122e110a,2,,3,3,1,true,,,,,
screening,SCR-02-272ed5adda0a,2,,3,3,1,true,,,,,
screening,SCR-02-415cb0cfdb8e,2,,3,3,1,true,,,,,
screening,SCR-02-6928c46571bd,2,,3,3,1,true,,,,,
screening,SCR-02-6cd482286078,2,,3,3,1,true,,,,,
screening,SCR-02-869c65e23978,2,,3,3,1,true,,,,,
screening,SCR-02-bbec46c8cfa0,2,,3,3,2,false,,,,,
screening,SCR-02-e7fe271f209d,2,,3,3,1,true,,,,,
screening,SCR-03-2684c57e1d98,3,,3,3,1,true,,,,,
screening,SCR-03-28201a25306a,3,,3,3,1,true,,,,,
screening,SCR-03-2d4ed9db7b8e,3,,3,3,1,true,,,,,
screening,SCR-03-3213c1e83b40,3,,3,3,1,true,,,,,
screening,SCR-03-42ba55a3824e,3,,3,3,1,true,,,,,
screening,SCR-03-628cd55596db,3,,3,3,1,true,,,,,
screening,SCR-03-6bd98fd9ee79,3,,3,3,1,true,,,,,
screening,SCR-03-965e6bdec4d3,3,,3,3,1,true,,,,,
screening,SCR-03-a040ae2563be,3,,3,3,1,true,,,,,
screening,SCR-03-c36b2352eac9,3,,3,3,1,true,,,,,
screening,SCR-03-caa6943c4756,3,,3,3,1,true,,,,,
screening,SCR-03-d2fd1aec775a,3,,3,3,1,true,,,,,
screening,SCR-03-f521cbe08a15,3,,3,3,1,true,,,,,
screening,SCR-04-02f537df44c6,4,,3,3,1,true,,,,,
screening,SCR-04-61e85220be81,4,,3,3,1,true,,,,,
screening,SCR-04-7249db35143b,4,,3,3,1,true,,,,,
screening,SCR-04-85f5db7fca49,4,,3,3,1,true,,,,,
screening,SCR-04-941a1d0dc5f2,4,,3,3,1,true,,,,,
