sample_id,case_id,record_id,source_row_number,historical_llm_decision,stratum_population,stratum_sample,selection_probability,master_seed
SCR-04-4d1fd4b76f38,4,ce2baf714e7e616c432521fa,9026,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-6f680a50663a,4,f81032f3a3b7b803e09bccc7,6376,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-b0b9cb0bc769,4,c887da107372dad942a45665,2960,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-8350fd52bfef,4,a07148a94b2a81c41bce0364,1991,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-7d3c4dffe077,4,c088ada3d0f25ff6cda09370,8347,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-05-743248b58e2c,5,3418c10b8b59a2b8af5b207b,819,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-29b2e7d625a8,5,b0c83228f6d634903ba3b0f3,358,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-ee690e682f78,5,e33b97442e895c6b8be90b1b,930,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-06566f5d774a,5,e6a5a2f94631760886e05797,1053,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-eb08776f1985,5,222660888b9f8e6a280ac60f,1135,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-7cd7e932ae3c,5,0e6a7c11a0f94a58aeaa2b20,649,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-2a3242eec250,5,c217bcf6e51be2225b68bf65,116,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-75efba11c464,5,61654f3f8a81d4cf0b42a932,2283,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-13463b33ae16,5,5298566e551e88e4dd4c91a8,1524,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-5d9cbf71638e,5,457071b5ef36a870e1def330,1617,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-dcde97b6a328,5,4cd072092bca3ca5dcf58414,289,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-d0876d256914,5,1506a244eaff1d0db1b0d0ff,629,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-b9103d6a3c5f,5,f1fe315dfdedbc2d45ae4296,48,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-a1eaeeed360f,5,4838ec231c5bfce3f069c5d6,331,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-208ce4c345d4,5,59b0fddff85efac2684ccac4,1580,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-0124222811dd,5,45324b5667856839c07cfdc7,1687,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-501f9d2e2466,5,4946b26ca5bf499866bf8f7a,1328,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-3909f8837152,5,46bf458f2a7fc79ca2bf7309,4032,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-6a974555b00f,5,c386441a85cc85176a6b94ba,1434,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-7e68c28f089e,5,fc8928d9364394d5e1805376,1028,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-5bd348f69677,5,420b5ecffc22c1e09b2a88a4,457,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-f72e0fffd521,5,8cef7e67b51e0cc11589a6c0,25,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-0e25d69107e2,5,4539bccc1f42e9eda016532e,2334,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-667eb846ab19,5,77af21206b01652acb1f7f84,1993,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-3aecbe228168,5,a7d5a75284c1d9a2c859852a,113,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-fcd3a418dd15,5,fb9e554c2b8897e08e8d8123,2743,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-112de80daa20,5,c56b0b93774b0a18208e9a10,39,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-307da04642b2,5,0b5ff71af9e278e951141eb3,572,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-5f1463151c82,5,fc7483e4a2a0dab38855093d,37,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-0f796455b89f,5,61af0ea27654652750a94ad2,1012,INCLUDE,469,30,0.06396588486140725,20260919
SCR-05-a83d770291ab,5,f0eea1bb5a5b19ead0bea1a3,3680,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-2ee20cf216db,5,9a00f040979055079aab7ce1,3655,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-1678b1ba4f48,5,ced67b33cb30cb15c63e7673,1762,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-3506dd6bd965,5,9f8c7b115f7b1bb915bb531c,1442,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-494f8f4bd1a5,5,41566c9c31668ada451eaeb6,3587,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-e0fa654d4e79,5,72cfe212974d567552b384cc,2495,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-322776977458,5,88cb7d2976258a8534ba0374,3117,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-b1645bbccac2,5,cecf556df7ace9fb2e4ef20e,1805,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-24178ccd9f53,5,42e031ab5e5a8ed49795ae88,1986,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-4ceb23301c3a,5,6ad9b8a9b442c7e37046b05f,1195,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-c0c6f954bea2,5,e983607ab43a3b43c43a8672,112,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-c18e418b1d73,5,9f994c0dfe06b414b2d4d560,238,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-e7e88ac5bfbb,5,86ee9cb27ea098f2a1c2924e,1712,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-8fb9fdc15ed7,5,53efb2ff7c464eb1f5f96a83,1612,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-76ba60dbb5d6,5,20ac35f512e1e15f2e7225d3,692,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-4aaabcf1f2a8,5,9a5da4c7cf5f2f9f8da33cfa,2673,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-c0b90bba2064,5,6ab7f4030a54161a90bac49d,604,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-13608f238b8d,5,24f6c3ee480979eb71a46bb7,2113,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-2267013c5baa,5,09c6316ad485ce26ba458b1a,283,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-c388f347ab24,5,0c25c27ffb5e6bc3ce4ed330,1467,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-47e67b1dfee8,5,d2ada48d21e5e26678c7f9e2,4005,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-e820cefac455,5,9bc868b5dd471f1a86747173,222,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-0e1a52ba0c5e,5,0f8ab42938998d980a91dce2,1515,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-6907fa9bf419,5,b12f86606af9a43a1b01c0a3,3437,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-1589eef466e3,5,0e8690b24392a9b535d5cfab,3638,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-0fc1bc07c752,5,e192deafab34e3f6aee21b57,1217,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-46dd27671ce4,5,2c202819165d94f8e1f9f071,1426,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-557f5ad5bdae,5,23698067e9e931e48bf77354,3150,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-d22d51161a24,5,20baf0e8c1611f676157a503,2884,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-05-bc8585086754,5,5cf52de7d6900372385ed2a0,2500,EXCLUDE,3978,30,0.007541478129713424,20260919
SCR-06-7c8701a1582c,6,2d64da50f80adfd716978607,36,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-227ef553e42d,6,8dede9397b3a92dbb43635b3,1678,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-793bc4bc1f03,6,21a2b6522cfb941d5d589e04,762,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-6f4415ae1974,6,70b4367e0b9ca749bf55d722,416,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-e01b2baaf088,6,59bd660b3bb74bcc2fefa001,630,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-e72d7f534228,6,c0c658cbc4addc57e0c87bec,1084,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-355e800ebef0,6,a8bdd933e766de5e1307429f,2796,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-d726c0dcb25d,6,8a0c19716ea2568a3a022543,3519,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-1983b8702213,6,458f81a1458d257513576e66,3895,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-e397ef6055a7,6,d8428c6804fee02c997e21e2,3391,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-5651796c28f3,6,82405f4ebb00b361cff2d019,1103,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-a74bf4047883,6,7f7d410b3194d8b4d8f93447,3886,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-4cc66f2a1ce2,6,7a05fe8ec4cfbc4fc63f3d12,361,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-9863954cce8c,6,c618020898c54826368891d2,2052,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-7f24a2309d75,6,805f46b8880cb21aa6ef090c,42,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-b7ad29c471cf,6,c81ad5db9f8ee6ef6f16ce6e,1094,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-43cdddca729b,6,64c228bd904e23374aeb263f,263,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-5b71dae405a2,6,87d48816fb02075bc4905fa6,2922,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-bdb265851b62,6,62defad0497f676a34ce3112,2615,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-8dc0dc6d3cb5,6,c164051bd51c4ed049822eee,1142,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-7e93289d88e5,6,c6355784ca4325e01de15ba6,264,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-d49c90331753,6,11ce05adeba0a725759c8356,2762,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-c60f7b84cb9d,6,a24a26777a71ba381eb70836,2547,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-8fe1e440ce3f,6,27a318af6d447a8514d68cbb,248,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-700c7c0cb878,6,902a701ca343f13d3a64c17f,1010,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-6cc5e37c51ad,6,54cb1e5242983fbb8e7b9bc7,1984,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-29b59058ca2d,6,16abe2709868ed860c950e45,2768,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-debc7ab066cb,6,c1681ccc1e40d6c091b8de94,3109,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-7aa827b73899,6,699ccf6ae62911ffbea4245a,2176,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-c3a00cb09cab,6,708324f14a52f91caa5aa334,894,INCLUDE,584,30,0.05136986301369863,20260919
SCR-06-416d06a1faca,6,0a0a92ca1ce52cfcf4754a70,2224,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-6d1da3e9adae,6,283965bb551b099233e9f07f,599,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-c2a6d9ab85ad,6,f52986083e3bc0013b064473,1744,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-f7e6aa6e6a4d,6,a812b8286a6cba68af0a59d6,2368,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-90c1dbb14133,6,960e8bec9981d2c425eaf3b5,3810,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-e155b13132c4,6,1877f93b9a5bc389c733dc3f,3099,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-7d841a35ca25,6,f53d26a5ad4b7b91656fee6b,3327,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-ee32bebe8486,6,c0cd4ef5ac0a9a18a7596519,2336,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-514d44189180,6,8855e8f80f2ced7b1ff4db24,2326,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-07627d82f1f7,6,f63a8dbbc68ebf6f143e9efe,704,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-8f00728435d5,6,5408a1a73f92e4beba309e7c,1832,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-83bf1be1e4f3,6,0163a0711f29f0906d1e0a4f,2475,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-65edbea1e6a8,6,999483d680b1436e6dc65a14,2349,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-7b0caca42762,6,a1ee3fde93f4f26e4ccb0430,3683,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-b39183851fa6,6,fde66a4ccd3c97e2b2c9f67e,3066,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-edeb689b5d3b,6,a9490dd15a0d2e3662a35618,2606,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-3007ca0b7cf4,6,7292798ecc11013ed9359885,1891,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-5f9df3cac864,6,e7c7d81a5da852a539b28b2d,1550,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-2e6f37cf0ade,6,5b5820565e3d0a4c2156b55e,3620,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-63218e797ea0,6,209754a08fcf72e61291ab93,3433,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-533ea40fa31c,6,2162bb5f6a7d028119aa0bdf,3020,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-bee079bc6c4d,6,24724926e08cdf78229ec5f3,543,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-e1cafbb2d95c,6,65964318897519269d77bae8,470,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-01e82aa84393,6,c65c387d6ebc03655de8c413,354,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-f2f0c35bc289,6,3eafbe3778ce666d0d8a8206,3654,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-374b90dae3fa,6,7874bad93297f3024f25340f,2894,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-b66f066d674b,6,2caa11c616ecfb0c9922eba1,1773,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-0dfb27de53c1,6,89846056b539619075e7e4bd,542,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-ef2df3fa4cec,6,027ec1d8e536787012cbc9f7,1260,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-06-6cad56205dbc,6,4bcf2a220c1a7f31bac17fd6,628,EXCLUDE,3384,30,0.008865248226950355,20260919
SCR-07-03790ea4048c,7,e597b5bef84fe8432cf3066a,3540,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-cdd18a1f4996,7,03ae9bfd4c12f807212a66f1,804,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-bb3f47143c77,7,47a79229c20d85d113900e6e,2156,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-3e04f713d317,7,c31f9561faa3afcf8489e88c,40,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-442eba87b40a,7,91d2e9863d7164e91cbe692a,1183,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-a557c431609e,7,3a8b752a0aa783bc47e026f3,127,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-53b0b0141e64,7,9b208bb8873037311b0aace3,3779,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-33e63b798c0b,7,da7e875a968328c49e966a8c,346,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-f867230ca16b,7,145d2101f62ebd95c7f5310b,3023,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-a5f4914a32b4,7,858a30c017d0285db5085be4,1378,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-a724869e5de8,7,2e613a23eee2a3c6edb01a05,461,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-c08af2351ac4,7,8b90e8ae5fa6f7453a485ea1,185,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-041776a4c71b,7,22256d26c0f91a49884b2e36,491,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-d9a845979f49,7,0a50bb94bd36d45ecae858e1,360,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-d817a156cb75,7,a5151863f263367d2055a4e7,2933,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-c67c4a5b6a7a,7,43ae0c2b705914a53df8a892,1146,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-c50253bc1b10,7,e46278c710ae9a4088a673b2,171,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-39d1e2dee96f,7,9d0365ef01723d4477040be1,1113,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-fd6a37e66fa0,7,f88bc8ac478bd908921931ba,1043,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-40a8c3fcad6a,7,878bebc39440bb6c75d53a30,2167,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-99c5a21642f2,7,c7a5c4d49ece8b10e7883ced,231,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-99c242d85f23,7,44b18daa71b1dc6c46e19808,2742,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-58bd36c7237e,7,63292336d3f3646e0a706501,61,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-475675a841bd,7,3a1f3be5e2f77e5f1ae31237,1307,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-9e46d0d51b60,7,ed7b69af68d8a1fc699bab49,1892,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-2f59f9197c22,7,09c40f149bdfe7c103cb64a5,2366,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-f5a79ca794ed,7,c706f3ae87fc4506dee3e009,126,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-5971318fda5c,7,34d86de0fe50f2e63e466ac7,956,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-9fb619346cf6,7,20a6a6e3444b517d71533fd7,182,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-a086f8ba539c,7,73b4afb56189b623fe12b9fe,725,INCLUDE,77,30,0.38961038961038963,20260919
SCR-07-9869232b37ac,7,8bb82afeaf63448af403c0d8,765,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-838aa2273d7c,7,62e15ec91205febae2a1e3ae,278,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-576aeea935bb,7,5615933a6392b2af4fa9974f,763,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-48c70ff4e1bc,7,ab9281c857bbc0d5b3bddd64,89,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-92f045aed8bc,7,5eccbd9ae19f5481a689a389,1924,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-08a8061c16cb,7,6e7180af79700d891e83bc54,708,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-509420195ed5,7,608bcfae1ad66d8f6fd14187,3587,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-cf354e069e33,7,d18a8cdfb998d890a47f0d6b,3651,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-b19e32f2d43a,7,b51e32be83a54f6e2e2af954,458,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-98fcb7001417,7,fc450b0c1e6fef59f35446f6,3702,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-b9590b532d0a,7,3d3992516ff4d429961b1edb,789,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-8e141052f71b,7,de516a68d25cd514d749f96a,3907,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-5ee79ccffa34,7,9a23d35b5b806f87c24e823a,671,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-79a74b5c5ac5,7,c85c51839873a4546acf70c9,4011,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-144f0168e493,7,b92ec47441c2bcb20a48a9eb,3191,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-13d673fbff30,7,f4d47506e106d220a7c145cb,478,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-6db4e5ebf576,7,fe0b3ca6f082ecb102c1681f,3991,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-c1ae9d2a95c2,7,fc671d7b4baec7a22ce119a0,2675,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-e7f552f5e5aa,7,aebeb1691077436bbf741097,3909,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-ea361db19129,7,4c54c784940cbbc5899e92b0,2242,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-58d5b839b2a8,7,e71804b0d604474fa24b317d,1969,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-59f03a3aa2d8,7,ba9539656a8ed889b5d48965,2445,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-004d1d0024ee,7,3077c547c534494dfcfd7089,2243,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-2064480a6b85,7,14836a7b9d769553b2a688a4,2476,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-bcb43aabfb39,7,a03c0ee42b5061d36117cfe9,2766,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-07a4f6a4dcb9,7,fc8919808f3f6ed208451f62,2078,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-2647f3ecdc0c,7,8db14cc6dd97fc2ffe2885e0,1677,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-40124571da66,7,4be27b2decefe878180330ea,1192,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-bf694a13577e,7,6796f8c37cffa8e9890893b9,1715,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-07-4c71e106ae2a,7,fb141a05701a02094138e017,1723,EXCLUDE,4025,30,0.007453416149068323,20260919
SCR-08-ff8b8842d5c4,8,dd7a5378431503150fccacb4,77,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-efdb3b7a0e7e,8,8f315022a5d30094a82fd2e6,1984,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-7a46c316c994,8,75c4856aeff71f21e9232c5e,458,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-b06099fb916b,8,9b6e0e13984e1dc76ee857b8,4651,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-22951b960acb,8,996c4ee065dc4c496715d53b,2574,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-649dbc473dac,8,7cf746a578f273b8fd9b36e8,421,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-ae65e79c8a75,8,9834db16647c57c17009ca80,166,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-b7697c07006a,8,74243e208eef3d540bc6b4f7,431,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-d08948d34e80,8,f1baedbe7e5c866af4d4de90,1745,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-d65df8709319,8,e9220961ee3d8894cae6df7b,4683,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-750ef3325522,8,1066881da0b0ee74fcf81b54,209,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-ed725feecba3,8,25f8679546a2ef7d9eea52d5,371,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-15a507290aca,8,fbd5e4ea43c5e40298bc80d1,3955,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-a070366296d4,8,2590e91429958cbc9f5d9241,3261,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-536b07fcea03,8,0cc71a27f2daa38b8449bc9d,3477,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-f0d3ba9a34b4,8,11d09adf4af932b363657582,2497,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-193e23ceb662,8,a834c066785d9db6eee69f80,1076,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-3295872717a1,8,683b6501392936e250ba9c54,751,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-c33048dea0a2,8,3bce6dbbe1be0232d558cd16,3061,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-de7a3708ae77,8,425f7d7fd6921f10f785d5b4,2752,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-91f6b44a5f43,8,e01def3a632e794bae6d31e5,7278,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-e3ff88cda6d2,8,d72107c453ff418668d1be41,358,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-8fbde54590af,8,597214e2830a2f0b42165ac6,3350,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-2cbcc4120152,8,53efaab38a33b36edd53c7ae,2326,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-69fad5263c4e,8,9888b29f21a4e23dfa87a988,5486,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-37621abe72a4,8,642b6bf62cad4fe83399dbaa,3390,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-a5c08987b933,8,d40641a1b7ea8d19afc87901,4954,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-a66cabc6533d,8,fe794a0b6baed0c9ccb3b903,872,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-27db4b56579c,8,b9beabba5783ff649ec92085,1990,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-9319d34b9c6a,8,a1149b0f007ee80d8bf36adb,482,INCLUDE,308,30,0.09740259740259741,20260919
SCR-08-02069831db85,8,90c88180b4fcbb2796026646,1829,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-104c38c46870,8,1e7a4fa47ff0e05515fd7d53,3158,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-8d507b949071,8,e8ce99ed5c18cfb3e121885f,5129,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-9f14846fda0f,8,e676afefde8b622077a0814a,2229,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-4e55eb0f0812,8,02dcf3e14a3a1447331a27b2,2921,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-643979ed5445,8,49b622e0222d897eb4e8032c,2183,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-ba3f78406b78,8,f9bf74f2ccbec20128938faa,7236,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-e91de1d35e64,8,2d5d65874d63a6261700b041,5586,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-4d348ccea5aa,8,2bc3332343c0ce3704d2d8a4,6997,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-e1295136868e,8,47ccecc9cfa948d24354f560,825,EXCLUDE,7400,30,0.004054054054054054,20260919
SCR-08-189015992ffa,8,4d8518be14f93e908be7dcf7,1007,EXCLUDE,7400,30,0.004054054054054054,20260919
