sample_id,case_id,record_id,source_row_number,field_name,field_class,declared_type,extracted_null_status,historical_evaluator_verdict,stratum_population,stratum_sample,selection_probability,master_seed
EXT-05-39eaadc348d4,5,7841bf04de443c6a86e57738,405,country,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-16aad6137b53,5,b38ea558140b4456a6907eee,450,study_design,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-5820ab3be0b8,5,8320de967f440c1bcf7be232,378,programme,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-3a57f4858224,5,af4b855e44afc7f8cbf69791,267,country,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-f58b6a2574d7,5,de703ac680d8713dd8928a6c,89,programme,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-8b0936d67cf6,5,01ceb7608ae86e7dc3297b0f,349,study_design,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-1f69a3fc7676,5,dc72c2ff2348d78257ebed5c,344,outcome,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-44e35db30349,5,a741913dc349f5af828aa205,326,programme,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-e4501ffb93fa,5,ab1996748334f10ee48d8380,369,outcome,categorical,categorical,nonnull,INCORRECT,9,9,1.0,20260919
EXT-05-6d017cb0d2f3,5,33f5f12afb63212f6069f704,110,study_design,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-05-f9bfe0b95a07,5,a84e38c50e55d91d77bf8dae,34,country,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-05-08f3cf6a17a0,5,62db183e042fa29663a84ff8,427,study_design,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-05-2a025f0c3f20,5,851243f4fdf36d63ba4adc5f,132,study_design,categorical,categorical,nonnull,UNVERIFIABLE,4,4,1.0,20260919
EXT-05-e65acb7becb4,5,53edf8e57c81d847ca2875e2,418,study_design,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-659fcdc73144,5,32c27e553a7063a379eb6399,437,study_design,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-092c48557335,5,dd9c4f1807539eda9adaf081,30,study_design,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-6ba0c0de56d6,5,784044119931eac9b1e612f1,293,country,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-8831ecc61e3e,5,15623848a590192c03969455,395,study_design,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-b89db85709a0,5,dd8e0f83f0e5de3eb15dc7c0,68,country,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-48777f8abe42,5,f8a765999f07cdea5ee7b89e,454,study_design,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-02b9ad7f99ec,5,1c49904b1081528f92c857d7,404,study_design,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-861c4d5f6070,5,8802dcb7a795d128820cadeb,91,country,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-e78e614068e1,5,75a5aa4ac4d0e96383729440,355,country,categorical,categorical,null,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-05-b76c259f0d5c,5,0e00bdf81dbf9571eb05be8d,177,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-7b5c8eed08ac,5,391aa9be908d61918324f04d,136,effect_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-8cdaeb9c913f,5,1b989a923be71f23d50c5990,147,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-68430b2e7c32,5,ac343cbd2d77a80f8790eead,182,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-d6f9f4c32598,5,ac343cbd2d77a80f8790eead,182,ci_upper,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-6e3e7f2a2f10,5,8e46700d4d85be86d946ce5f,220,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-2eb9d1385523,5,6a81957780fb048501713224,445,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-fe89b6679e81,5,3a5e703645d775213c71d78b,341,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-36c808825472,5,0e00bdf81dbf9571eb05be8d,177,effect_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-56438086a368,5,8e46700d4d85be86d946ce5f,220,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,193,10,0.05181347150259067,20260919
EXT-05-694aebc6fb78,5,d5456859f52116cba750f408,5,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-05-4176629a5677,5,1b56fcbd358027c53fff344f,210,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-05-2396170d23fc,5,5506b90cc16f7db46d96a101,57,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-05-4dbf23906104,5,89313f05b1458a6f43ba0216,424,effect_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-05-b2cbf4828b1b,5,f25c6fbdb055f837605eba30,166,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-05-5189522cf1d4,5,fbb5beda525923d7c6353311,99,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,6,6,1.0,20260919
EXT-05-fc91c259dd10,5,b7844990cc696c7228635a1a,442,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-6f58ec798bb5,5,5cdbd40614f111722c5a1169,108,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-6fdb150ab941,5,0c7c9b1a4de9adefd55247ea,375,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-7e15f192e386,5,6c4aae52b2502a6647e463fc,87,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-e3e15a0dafce,5,94dd302467dae2f68590a2c4,335,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-18ec989334c2,5,6a5ae39590fea7619df8f814,225,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-77fdd0746048,5,b38ea558140b4456a6907eee,450,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-e2867319ea99,5,bbb9e499aad44cb1aa605ba8,95,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-9803e77ac62e,5,b376123a245bff0fac5cc8b5,385,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-05-02cddead594b,5,914fcd262cc9015b530214a3,224,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1677,10,0.005963029218843173,20260919
EXT-06-353eba32b199,6,99c21df5af17d750fdb18970,95,outcome,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-606ff4d70664,6,7768d8fd35ec24d92a03150a,71,age_group,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-178a9357c13e,6,406f57eb116a133a6f13aac0,362,study_design,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-5b968b845d78,6,43c3ee0e0c07f4a1f0d5ad79,262,outcome,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-7528ed36aea0,6,ef2ffb9342782f8d30895c7f,465,country,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-2db25c8bb412,6,3b2cf86b4c0d3a5afa649081,530,outcome,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-9fc3ae002429,6,ae7b464b9e5a93791ee73c5a,313,outcome,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-02ea72ee2776,6,8545931359330f2fefe0e325,139,country,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-ae5373050960,6,7b80f058051176d77b16dd28,572,platform,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-9b9569d6e744,6,6700d0164295bc2542aec93e,411,platform,categorical,categorical,nonnull,CORRECT,2444,10,0.004091653027823241,20260919
EXT-06-68c0dfc0be26,6,54b783955c1890fbab77a53c,493,platform,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-cfd084389dc1,6,a89447dc86050cbcebb69293,489,platform,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-9195e828429d,6,78345a4714c982d6fb7d8bec,464,platform,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-67e87c1a46ac,6,0d5e4a3d04bd32d0d2252352,358,age_group,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-5d2087418c99,6,d2b152184977bebbb4bb705d,70,platform,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-2e48f2684d43,6,605807a664701edcb5550a93,580,study_design,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-7ba165ac84a7,6,1505aee8b146fcd40e7cb873,51,platform,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-def9b68b34a5,6,95066ff082d441a55474080a,522,age_group,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-e1976a0accda,6,d7d53991dfc6c94489d1ab16,564,age_group,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-a327db2f78b5,6,6245f4799c410c5813d4192d,505,country,categorical,categorical,nonnull,INCORRECT,27,10,0.37037037037037035,20260919
EXT-06-9f68a4a962dc,6,8752ee410727cd553911ea3b,273,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-625ab9cc5ea3,6,64ce2c68fd234806786875a2,369,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-9b7334a8f190,6,fc643918d4768ca1ab7fdafb,192,platform,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-89f897b6c350,6,122d58633725c6d376784920,509,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-3a96c50e327e,6,e2e93c04ba3940892df8b289,207,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-adac8c5524e2,6,b3d3ebc64ceb755c74a34e0b,63,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-e98d2e956598,6,90842d4b9546672a7f18b808,290,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-a9c787c7096e,6,36d6e006577ca669d3fee65a,35,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-414d597a242d,6,3a18c75880712b76803632b0,305,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-174f30128708,6,5211635d849596f5b533f2e8,511,study_design,categorical,categorical,nonnull,UNVERIFIABLE,46,10,0.21739130434782608,20260919
EXT-06-228b2404c98d,6,6959509bc8f721921b4e86c3,301,country,categorical,categorical,null,CORRECT,3,3,1.0,20260919
EXT-06-badad4c3306f,6,46994fa4289e662aebada423,32,country,categorical,categorical,null,CORRECT,3,3,1.0,20260919
EXT-06-9f41c4818f66,6,c1baae0b81bdf024d3e57eec,30,country,categorical,categorical,null,CORRECT,3,3,1.0,20260919
EXT-06-a143dbcccf16,6,f6cfb8b20ac1f90e5bac929c,404,country,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-e55ea5b984bc,6,a3aff2624ced1f86f1d0d45a,36,country,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-78914cfd80e1,6,f3ba59e22aede62d1b3ea083,211,country,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-a531d842137f,6,aac78f56b1a26d217b1c03eb,44,country,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-c737dc4d2e06,6,42fb3fc37066f37dc371c200,384,study_design,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-620a8e475878,6,3f5dff1f12d699e99e8f3680,107,platform,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-c5046c35f1c1,6,da4bfdfa39552342c9e3fd31,89,country,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-7cd996cfdf49,6,1697c20806f21f24a1e5bcb7,96,platform,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-44a1a840e14a,6,27f516cf6f6089f0e5a03fb7,318,country,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-ebfc3bacabfe,6,d4f4326dc443027432b2439f,260,platform,categorical,categorical,null,UNVERIFIABLE,400,10,0.025,20260919
EXT-06-839d3b5abf4a,6,d61e3bfa7465e25da83834cf,449,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-3cd6ea7118fd,6,2d21032142d78fb9be970326,47,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-5c903d300ffa,6,a0da7b96c4220a689f0947b4,55,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-1d5794616cf9,6,00adbc10d7b7ef3e9b9850c1,378,effect_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-b2aaccfc53e8,6,e1170eece10acb77164210a2,254,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-fcab6804f838,6,4681d3b7a3e2d3e1e33b85a4,471,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-06a2a5ecf202,6,ec1c61ced690d230f52e6d29,311,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-bb13e25694c6,6,6683b0e92efe8cce573e96f2,210,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-47f967673f2e,6,aaf3e93b7d2e276dc9f97c51,488,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-c7ce86cbd945,6,1db82cfa4eca00ccde1693cb,229,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,781,10,0.012804097311139564,20260919
EXT-06-da15b8a5d97c,6,27c13ddf49e3ecf3206a8d4c,28,ci_upper,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-4703f98477d9,6,27c13ddf49e3ecf3206a8d4c,28,ci_lower,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-1d233be8ea42,6,db37282a36f57ea54fe1d747,379,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-6aa9033293b4,6,0ecd710d26c02d99009f1810,302,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-e70ff91766b5,6,aa233256432ba82921d256ea,2,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-b912e4d4ea6d,6,f967d37e00e768a32133e36d,193,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-582e59329bbb,6,ccd96dad5d949adb13417230,317,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-ea316088f125,6,b438658a7f63146be54c1fa9,224,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,8,8,1.0,20260919
EXT-06-ca53023aa243,6,d90a75f250bcb5857974a9a4,338,sample_size,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,1,1,1.0,20260919
EXT-06-edb62528c3f7,6,7d8b41d05d196c89f7cffa63,337,effect_size,potentially_synthesis_critical,numeric,null,CORRECT,1,1,1.0,20260919
EXT-06-cfb6a8742ae4,6,09d33a131313433241ab1639,289,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-a424e9aa6b37,6,a3c3a7648261b066f97b1ebe,17,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-518ebffb9251,6,7be50b72a11c75691031710b,282,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-94f04238a3da,6,3b2cf86b4c0d3a5afa649081,530,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-7ea088b2d1b7,6,9a0fac8e2130a08c8a375237,135,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-7b4043c6ad89,6,56e276cb51bc0f005c5b871c,109,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-745f8879dbdf,6,9db5325ea6a7fa7a1d476eb6,578,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-6f020cee8292,6,277f8d7ed1c68a4da77e5482,38,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-60e43eab3c98,6,9639f377925ef1b46c7737c6,46,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-06-09952d574800,6,72696e98dc3eb7c62e478213,526,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1545,10,0.006472491909385114,20260919
EXT-07-e3d2430116f9,7,6cebc0f7c47101f4e69de2d9,53,study_design,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-3b8632e5fe7c,7,ab59285c1fddd8c58f34f8da,28,programme_type,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-bc03728bc3fd,7,07834512071c050c1993d24a,41,study_design,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-86aba6896713,7,dc6738a45f789b1109411593,47,country,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-ef2ab604e3f3,7,1fe69c4916dbc0f1f2c486b6,38,country,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-86c6d572f7d4,7,039e09c89689ea204e793cab,59,outcome,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-0ad30186fdb3,7,5ef944abd2676e88394a7fa6,3,study_design,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-8a1cc108922c,7,c082dbaa95879afafb792a48,43,study_design,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-98419af07cb1,7,4c03e5720be564292c5097fa,71,study_design,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-684ad565297c,7,c0ae33b87599fe5fd57cca49,26,country,categorical,categorical,nonnull,CORRECT,252,10,0.03968253968253968,20260919
EXT-07-f3f9863ff5a8,7,ab59285c1fddd8c58f34f8da,28,country,categorical,categorical,nonnull,INCORRECT,2,2,1.0,20260919
EXT-07-617056d489da,7,2235851857b8532b2a18d57a,65,country,categorical,categorical,nonnull,INCORRECT,2,2,1.0,20260919
EXT-07-8d142e3f52b0,7,740060bd4c476bb70ca0ab51,72,outcome,categorical,categorical,nonnull,UNVERIFIABLE,1,1,1.0,20260919
EXT-07-dd51a89670f9,7,c2788f3b1f9a2ae0168f52f6,51,study_design,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-cbd2a2412fc7,7,fe7696cdfa0c13f42a968480,17,study_design,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-d3b19f14dde7,7,050a4c46a976c569cd2f840a,21,country,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-d95ac826bd7c,7,945ada6b1bb93a23ac224c25,54,study_design,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-fd0246db9354,7,b78f6eeff1a19fb4cdb5f0a3,11,study_design,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-77a49c0f19e7,7,452a0d031fc66e159b2e4c70,8,study_design,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-71abea0dcfe2,7,36fef2b5315d729b4c445c01,4,country,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-fbacdd3dac0c,7,039e09c89689ea204e793cab,59,country,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-85ab2c629370,7,f2a7ca0987f92241220c12e9,35,study_design,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-804e8e129f93,7,fe7696cdfa0c13f42a968480,17,country,categorical,categorical,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-a8f3a7f5ecfe,7,1b10d82cf4fdd0f8b26b0896,64,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-2a3a5896aeaa,7,0fb3ed3b538dad44e508d24f,9,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-6f441aca3027,7,98a69c570bafbd702b38bbeb,19,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-0c95d108b924,7,6f37bf10ae11c9008a16799b,33,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-62383501d439,7,d7de6205ffc05f7a6abcfeb7,2,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-35fd291da63f,7,86467976f9e659f4d7fe3adf,18,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-8e6e17e002f9,7,f2a7ca0987f92241220c12e9,35,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-6d201c71d4e1,7,b01826cbb9096a17a81dbed3,36,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-12e746d15ba3,7,ff7f0570d5e10186cfdcc29b,5,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-e8935ce627e3,7,5ef944abd2676e88394a7fa6,3,follow_up_months,other_numeric,numeric,nonnull,CORRECT,23,10,0.43478260869565216,20260919
EXT-07-61009398b667,7,8d299beca75b9eda25ebff8f,67,follow_up_months,other_numeric,numeric,nonnull,UNVERIFIABLE,1,1,1.0,20260919
EXT-07-c15fe9c55253,7,dc6738a45f789b1109411593,47,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-72325ef3e6d8,7,4e82dd129bedf9f6f1a72f63,16,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-49b3f69904bc,7,6d7bc7c6fa53768f7ccdc87b,7,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-bdfee6512a49,7,07834512071c050c1993d24a,41,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-f86ab4ecb079,7,3ab7685b3d8c92d210630dcc,62,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-630d5dff72df,7,15a828444f1e8d9b4cec884f,57,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-edc9a8145653,7,4b27c1d18c133d2feea65140,34,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-cf1fdf987616,7,c2788f3b1f9a2ae0168f52f6,51,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-1dc99f36609f,7,f2ea0fee3637fe6c1e11498d,77,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-aaaa30155468,7,f6ad2758db026a98f0206856,31,follow_up_months,other_numeric,numeric,null,UNVERIFIABLE,53,10,0.18867924528301888,20260919
EXT-07-c293ca2c2c21,7,fb86341b1c455ded8828bfc2,60,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-167f3ad9e708,7,b01826cbb9096a17a81dbed3,36,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-612d3b4c739b,7,24232b49ed757bd307e81948,45,recidivism_rate_treatment,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-4f0dcdd42b91,7,1e0ae1e8f13ef4e0ee013c9d,29,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-8c8404805548,7,5ef944abd2676e88394a7fa6,3,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-91b3f2bb0f51,7,6d7bc7c6fa53768f7ccdc87b,7,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-47b793b956cd,7,8a926a481f20e4ac48cacc6c,23,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
EXT-07-9d256c233083,7,8d299beca75b9eda25ebff8f,67,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,42,10,0.23809523809523808,20260919
